dataset,path,emotion_name,emotion_code,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,mel_0,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,mel_13,mel_14,mel_15,mel_16,mel_17,mel_18,mel_19,mel_20,mel_21,mel_22,mel_23,mel_24,mel_25,mel_26,mel_27,mel_28,mel_29,mel_30,mel_31,mel_32,mel_33,mel_34,mel_35,mel_36,mel_37,mel_38,mel_39,mel_40,mel_41,mel_42,mel_43,mel_44,mel_45,mel_46,mel_47,mel_48,mel_49,mel_50,mel_51,mel_52,mel_53,mel_54,mel_55,mel_56,mel_57,mel_58,mel_59,mel_60,mel_61,mel_62,mel_63,mel_64,mel_65,mel_66,mel_67,mel_68,mel_69,mel_70,mel_71,mel_72,mel_73,mel_74,mel_75,mel_76,mel_77,mel_78,mel_79,mel_80,mel_81,mel_82,mel_83,mel_84,mel_85,mel_86,mel_87,mel_88,mel_89,mel_90,mel_91,mel_92,mel_93,mel_94,mel_95,mel_96,mel_97,mel_98,mel_99,mel_100,mel_101,mel_102,mel_103,mel_104,mel_105,mel_106,mel_107,mel_108,mel_109,mel_110,mel_111,mel_112,mel_113,mel_114,mel_115,mel_116,mel_117,mel_118,mel_119,mel_120,mel_121,mel_122,mel_123,mel_124,mel_125,mel_126,mel_127,contrast_0,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5
ravdess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\RAVDESS\Actor_15\03-01-02-02-02-02-15.wav,neutral,1,-617.258850,67.128014,7.283537,21.028439,4.544709,6.078401,-4.366171,0.699070,-1.299015,-0.329945,3.949622,-3.513647,1.751473,0.655133,-0.594454,-1.155475,2.509031,0.702733,-1.164441,2.045387,-3.937182,0.953041,-2.691756,-0.002082,-2.240652,2.285714,-2.219388,1.836770,-0.930686,1.948836,-2.410431,1.281998,0.272055,1.561230,-0.152224,0.219720,-1.061255,0.977620,1.499564,1.927822,0.533771,0.480231,0.495053,0.468194,0.427382,0.429978,0.511350,0.510702,0.498928,0.539429,0.519708,0.527378,0.011178,0.000092,0.000071,0.000640,0.028717,0.126131,0.092219,0.003907,0.003956,0.012753,0.030311,0.030322,0.053920,0.027120,0.002127,0.007253,0.020072,0.009503,0.007342,0.013532,0.017893,0.008545,0.007099,0.003956,0.004379,0.008721,0.007836,0.003718,0.004099,0.004184,0.004901,0.010722,0.006541,0.001415,0.001427,0.000871,0.001390,0.002128,0.002268,0.001551,0.001139,0.001457,0.000970,0.001656,0.003383,0.002102,0.000716,0.002293,0.001841,0.001165,0.001299,0.001092,0.001202,0.000857,0.000915,0.001479,0.001365,0.000323,0.000327,0.000870,0.000846,0.000562,0.000240,0.000251,0.000305,0.000313,0.000281,0.000294,0.000201,0.000396,0.000511,0.000120,0.000076,0.000195,0.000113,0.000131,0.000246,0.000121,0.000294,0.000354,0.000254,0.000584,0.000589,0.000181,0.000123,0.000049,0.000060,0.000039,0.000034,0.000036,0.000035,0.000069,0.000093,0.000110,0.000139,0.000203,0.000243,0.000171,0.000230,0.000109,0.000139,0.000170,0.000191,0.000267,0.000220,0.000406,0.000319,0.000278,0.000304,0.000220,0.000228,0.000215,0.000164,0.000124,0.000092,0.000074,0.000134,0.000161,0.000209,0.000125,0.000087,0.000095,0.000108,0.000121,0.000071,0.000043,0.000021,0.000012,25.429831,15.488631,16.999640,16.297350,16.673861,17.464579,15.745100,-0.045764,0.000804,0.001177,-0.037217,0.024402,0.020525
ravdess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\RAVDESS\Actor_15\03-01-03-01-01-01-15.wav,happy,3,-601.397522,63.376434,-11.577302,21.836573,2.162810,-4.262678,0.899989,-6.619617,-1.796816,2.749637,0.343818,1.227615,1.710876,-0.047957,0.740435,-2.066016,0.099759,2.846572,-2.347200,0.986304,-0.660129,-0.364427,-1.090390,0.873097,-0.052896,-0.278896,-0.530204,1.471624,-0.699774,0.692036,-2.053152,-0.478623,0.128925,-0.404484,0.450104,0.677159,-0.656863,0.563491,0.144789,-0.786786,0.472526,0.500387,0.488048,0.544223,0.491755,0.529622,0.521473,0.491790,0.481056,0.578256,0.556223,0.582158,0.001000,0.000113,0.000163,0.004083,0.038788,0.136394,0.071134,0.013911,0.013626,0.031345,0.082549,0.111359,0.039404,0.024598,0.035785,0.056436,0.045863,0.078758,0.103037,0.042480,0.125230,0.069977,0.033130,0.052078,0.023767,0.083429,0.167097,0.061822,0.146944,0.190460,0.018220,0.046490,0.071658,0.007724,0.027788,0.028940,0.004892,0.015401,0.006250,0.002030,0.019063,0.030271,0.007054,0.008694,0.006245,0.020725,0.047884,0.027224,0.020326,0.012371,0.008038,0.006982,0.022476,0.020094,0.004321,0.007983,0.018939,0.005522,0.002140,0.030365,0.016955,0.002621,0.015018,0.008886,0.001138,0.007189,0.003275,0.000804,0.002514,0.001857,0.005053,0.004082,0.001850,0.004414,0.004204,0.005542,0.009109,0.003803,0.008851,0.007282,0.005445,0.003261,0.007547,0.002465,0.002877,0.002024,0.004871,0.003465,0.005733,0.004436,0.002785,0.001412,0.001212,0.000847,0.001051,0.001097,0.000494,0.000214,0.000068,0.000031,0.000019,0.000014,0.000040,0.000060,0.000041,0.000045,0.000066,0.000035,0.000034,0.000022,0.000037,0.000030,0.000036,0.000017,0.000021,0.000051,0.000025,0.000025,0.000018,0.000011,0.000014,0.000014,0.000012,0.000014,0.000012,0.000007,0.000005,0.000002,20.252934,13.499022,16.681446,16.076424,15.924694,17.896498,15.199892,-0.051406,-0.007521,-0.013016,-0.065912,0.014506,0.000300
ravdess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\RAVDESS\Actor_15\03-01-03-01-01-02-15.wav,happy,3,-583.877686,62.776203,-7.470737,20.599463,2.253019,-0.681695,2.437779,-5.435975,-0.252831,1.608064,3.033045,0.399912,0.697410,1.512317,1.702659,-1.974559,0.296842,4.575228,-3.157650,1.513111,-0.448533,1.065337,-0.373108,0.980747,-1.490048,0.774289,-0.425953,1.023933,-1.001639,1.943798,-0.273729,0.612740,0.258236,0.957439,-0.225134,-0.484162,-1.297676,-0.957801,-0.562141,0.309792,0.476339,0.584993,0.602810,0.516443,0.457828,0.506268,0.499664,0.539628,0.499298,0.499786,0.507478,0.482331,0.006401,0.000177,0.000151,0.004055,0.038506,0.218033,0.107075,0.010043,0.008977,0.020102,0.080198,0.125340,0.075515,0.019676,0.008795,0.031680,0.130508,0.088499,0.090651,0.046919,0.050612,0.036675,0.083746,0.182998,0.190124,0.067446,0.031815,0.028351,0.084814,0.301847,0.372901,0.111452,0.012041,0.003287,0.019917,0.027019,0.026688,0.019852,0.005222,0.004047,0.015150,0.030403,0.033509,0.046883,0.027348,0.008812,0.018381,0.069723,0.108631,0.034570,0.006107,0.045519,0.065121,0.022801,0.005793,0.020183,0.075659,0.012712,0.003436,0.010200,0.040209,0.044353,0.002475,0.002806,0.002797,0.002071,0.001805,0.001742,0.001414,0.001455,0.002314,0.001256,0.001881,0.002800,0.003534,0.011894,0.004884,0.012337,0.013645,0.017060,0.006620,0.002453,0.002576,0.001139,0.001699,0.001043,0.002089,0.001229,0.003181,0.002053,0.003746,0.001795,0.001975,0.001301,0.001102,0.001553,0.000497,0.000265,0.000106,0.000049,0.000035,0.000023,0.000017,0.000031,0.000039,0.000022,0.000034,0.000031,0.000033,0.000017,0.000018,0.000029,0.000033,0.000012,0.000009,0.000018,0.000013,0.000015,0.000031,0.000009,0.000031,0.000046,0.000024,0.000022,0.000024,0.000014,0.000004,0.000002,23.346457,13.811913,16.799614,16.215567,16.277281,18.538685,15.549866,-0.000268,0.027281,-0.057269,-0.030906,0.015174,0.008634
ravdess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\RAVDESS\Actor_15\03-01-03-01-02-01-15.wav,happy,3,-596.166260,65.062897,-9.597024,22.413879,7.740386,-1.250396,-1.515608,-3.258506,-2.069472,1.693164,2.353673,-0.178451,1.773646,0.066141,0.193787,-1.623965,0.769392,-0.623182,-2.710799,-1.313639,-2.135928,-0.395373,-2.399596,0.660186,-0.977778,0.899897,0.707691,4.174330,1.895757,3.313683,-0.102088,0.962394,1.444535,0.817275,-0.014560,0.081812,-2.012268,0.377298,-1.204921,0.403284,0.377190,0.436546,0.442537,0.468974,0.423363,0.359873,0.287788,0.316258,0.367631,0.615106,0.627650,0.501436,0.000836,0.000155,0.000168,0.011144,0.030132,0.108874,0.080513,0.010794,0.052583,0.055096,0.069967,0.051542,0.057551,0.028574,0.010421,0.017679,0.038133,0.080552,0.161772,0.206092,0.055498,0.038399,0.074438,0.069106,0.014434,0.043075,0.048722,0.067398,0.102867,0.053961,0.010209,0.037669,0.028487,0.002086,0.005022,0.006368,0.005480,0.002458,0.004251,0.007906,0.007367,0.011377,0.003022,0.003725,0.008557,0.017119,0.025464,0.057807,0.024772,0.009093,0.012146,0.006777,0.007587,0.020334,0.007220,0.004441,0.014176,0.005538,0.002207,0.016762,0.009008,0.002961,0.005116,0.003618,0.006338,0.004774,0.006176,0.003153,0.003165,0.005088,0.006007,0.003871,0.002929,0.002894,0.005247,0.005375,0.008058,0.007837,0.007325,0.008288,0.005981,0.002503,0.004050,0.001452,0.002185,0.001141,0.001319,0.001151,0.001876,0.001530,0.000941,0.000814,0.000482,0.000438,0.000393,0.000255,0.000271,0.000473,0.000588,0.000125,0.000133,0.000108,0.000160,0.000156,0.000189,0.000297,0.000194,0.000159,0.000230,0.000330,0.000521,0.001026,0.000516,0.000275,0.000183,0.000109,0.000225,0.000459,0.000244,0.000075,0.000091,0.000187,0.000191,0.000125,0.000141,0.000073,0.000062,0.000042,21.832664,16.224667,18.160000,16.211540,16.219728,17.443157,15.124119,-0.049528,0.022555,-0.083593,-0.001229,0.008897,0.020326
ravdess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\RAVDESS\Actor_15\03-01-03-01-02-02-15.wav,happy,3,-583.476624,61.658211,-9.081752,20.865213,6.161724,-4.456342,-0.073660,-5.063049,-4.319775,0.096932,3.365141,-0.074296,2.141186,2.288169,2.252982,2.045944,1.371282,1.427333,-1.869533,0.524433,-0.920512,0.605465,-1.281483,0.591588,-0.899324,0.491372,0.298580,2.412854,-0.074946,0.901289,-1.098156,-0.028363,0.786371,0.796049,0.802808,0.262866,-0.318919,0.780781,0.557729,0.883925,0.425876,0.543548,0.581114,0.571880,0.520373,0.537582,0.417688,0.430277,0.472867,0.550799,0.567268,0.491158,0.016415,0.000498,0.000225,0.008052,0.054713,0.177407,0.189206,0.048098,0.031111,0.058074,0.088372,0.159602,0.057375,0.055616,0.070554,0.021552,0.039315,0.075358,0.140855,0.211002,0.171318,0.053255,0.072374,0.156417,0.113882,0.132755,0.052025,0.018521,0.092186,0.215489,0.093714,0.025420,0.005419,0.002410,0.009708,0.015817,0.010257,0.016956,0.008400,0.003203,0.014503,0.021755,0.007194,0.005276,0.007129,0.017128,0.055318,0.058155,0.028282,0.007481,0.026532,0.029382,0.016889,0.013685,0.028051,0.023170,0.009385,0.007721,0.006993,0.008001,0.012241,0.009968,0.006467,0.006660,0.002871,0.005682,0.010832,0.004879,0.003169,0.008570,0.007704,0.004318,0.006058,0.005259,0.004953,0.010890,0.009212,0.011795,0.018446,0.010321,0.008283,0.005014,0.004349,0.002661,0.003448,0.002525,0.003536,0.002476,0.002314,0.002248,0.001143,0.001088,0.000617,0.000903,0.000620,0.000495,0.000329,0.000267,0.000301,0.000235,0.000314,0.000443,0.000166,0.000185,0.000174,0.000441,0.000375,0.000220,0.000173,0.000245,0.000435,0.000819,0.000801,0.000459,0.000262,0.000163,0.000130,0.000269,0.000314,0.000188,0.000200,0.000274,0.000314,0.000316,0.000236,0.000199,0.000128,0.000041,21.315178,15.248899,18.124979,16.183975,16.361055,17.326998,15.073376,-0.048903,0.033601,-0.064144,-0.075498,0.019993,-0.015891
ravdess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\RAVDESS\Actor_15\03-01-03-02-01-01-15.wav,happy,3,-519.698547,44.941170,-1.746789,22.670980,4.901304,2.591995,6.199455,-0.259320,3.933625,3.948468,4.119221,5.138020,3.334020,5.823963,4.237527,2.687613,3.638302,5.553315,-1.661440,5.125463,1.941633,0.927091,0.997919,0.716413,0.675144,0.520373,1.511075,4.415702,4.375476,9.269730,7.802696,9.689528,5.937995,4.180288,3.559347,1.780748,2.717018,1.599467,2.089463,2.220206,0.429513,0.522229,0.561813,0.439921,0.348408,0.331851,0.375860,0.440256,0.485647,0.479941,0.487323,0.422602,1.552768,0.022292,0.001013,0.003745,0.010982,0.031954,0.148564,0.363224,0.913564,0.288605,0.027903,0.011812,0.006078,0.012667,0.073935,0.459269,1.004136,0.604823,0.345618,0.427029,0.239806,0.027514,0.070580,0.165459,0.493058,0.865603,0.446356,0.153426,0.107993,0.088722,0.043295,0.021566,0.124133,0.374027,0.313360,0.370127,0.253325,0.059862,0.049594,0.044935,0.219259,0.167789,0.087174,0.075919,0.343684,0.156286,0.043554,0.029338,0.055600,0.094497,0.138372,0.074992,0.090701,0.020732,0.012034,0.035660,0.093080,0.015539,0.008910,0.031305,0.034044,0.025639,0.005121,0.006237,0.009432,0.038148,0.067991,0.008336,0.003293,0.006540,0.009032,0.003599,0.004126,0.008837,0.017368,0.007313,0.010128,0.025058,0.034924,0.007611,0.014977,0.029000,0.005697,0.002807,0.005769,0.002410,0.002239,0.004663,0.003225,0.005989,0.014608,0.010221,0.016858,0.015380,0.005896,0.003918,0.002914,0.002833,0.001025,0.000997,0.000274,0.000174,0.000122,0.000126,0.000161,0.000621,0.000522,0.000375,0.000253,0.000205,0.000233,0.000092,0.000130,0.000126,0.000199,0.000186,0.000138,0.000167,0.000160,0.000238,0.000272,0.000267,0.000219,0.000142,0.000136,0.000096,0.000050,0.000027,23.784252,15.160512,17.946917,16.869579,16.949034,18.638981,15.974683,-0.038422,0.042824,-0.060315,-0.022933,0.014937,0.005848
ravdess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\RAVDESS\Actor_15\03-01-03-02-01-02-15.wav,happy,3,-522.891846,55.681881,-14.116247,23.547304,3.838994,-4.379601,3.791485,-6.537704,-0.712184,4.271738,0.741883,0.579712,2.493058,1.116247,1.261988,-0.041717,0.281608,2.660696,-1.302599,0.753406,-0.729333,0.943990,-1.297935,0.917210,-0.203830,0.023812,0.006609,1.247364,-2.272942,0.729425,-1.349439,0.492810,2.433336,2.342014,1.947260,0.703365,-1.325451,0.979112,1.344683,2.663177,0.322856,0.412490,0.504034,0.487793,0.506880,0.530122,0.605077,0.490768,0.381537,0.446758,0.504635,0.436186,0.250154,0.000944,0.000659,0.010900,0.053234,0.267009,0.321161,0.163294,0.045666,0.088292,0.094278,0.142107,0.142006,0.065154,0.163510,0.482819,0.167176,0.070686,0.112206,0.170094,0.305164,0.103008,0.188597,0.228880,0.125342,0.463900,0.282414,0.245519,0.359560,0.109739,0.075447,0.527934,0.722494,0.056121,0.031392,0.010643,0.007879,0.017974,0.041727,0.030495,0.019024,0.017204,0.006434,0.013486,0.122781,0.106019,0.019678,0.037432,0.054376,0.063329,0.118911,0.052999,0.031102,0.026669,0.071878,0.062781,0.018065,0.028705,0.067538,0.034370,0.033485,0.036677,0.022438,0.035487,0.025976,0.010185,0.041757,0.018631,0.008168,0.008850,0.020602,0.010894,0.008910,0.011082,0.012010,0.019855,0.021895,0.037516,0.058964,0.052117,0.041111,0.026075,0.019792,0.015714,0.017090,0.015353,0.027067,0.022088,0.033720,0.020438,0.015691,0.007076,0.005911,0.004689,0.005390,0.004335,0.001892,0.001708,0.000723,0.000363,0.000240,0.000282,0.000227,0.000409,0.000373,0.000379,0.000712,0.000596,0.000889,0.000807,0.000613,0.000526,0.000388,0.000448,0.000184,0.000190,0.000204,0.000162,0.000106,0.000177,0.000190,0.000149,0.000155,0.000189,0.000119,0.000099,0.000074,0.000029,20.687756,14.654087,17.027346,15.897532,15.899814,18.757057,16.004145,-0.058715,0.018533,-0.020152,-0.076754,0.011126,0.002043
ravdess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\RAVDESS\Actor_15\03-01-03-02-02-01-15.wav,happy,3,-486.681580,50.882217,-12.730671,20.554413,2.713127,-5.976329,0.545603,-8.391782,-0.597096,1.084615,0.382902,-0.414014,0.520174,2.638103,-0.623385,-1.916943,-2.088839,2.192131,-3.602361,2.161420,-2.092465,-1.590288,-1.752353,-0.562377,-1.126317,-0.762561,-1.959335,1.692738,-0.035576,2.737622,0.512484,4.051353,3.364352,3.060351,2.810276,2.188998,1.429317,2.082862,1.776817,0.990079,0.393645,0.327585,0.360619,0.434382,0.498375,0.569949,0.522452,0.529596,0.446054,0.459644,0.481028,0.500093,1.353317,0.014496,0.001245,0.013106,0.039552,0.084607,0.282459,0.299318,0.110620,0.059637,0.045337,0.039585,0.038660,0.086355,0.136255,0.736749,1.256660,0.286491,0.096931,0.090809,0.202647,0.156222,0.139847,0.138264,0.244396,0.255368,0.385095,0.449997,0.581316,0.254365,0.177105,0.126827,0.068026,0.033602,0.084168,0.049013,0.020201,0.020266,0.019152,0.026135,0.080012,0.170696,0.083914,0.088694,0.091501,0.055646,0.028037,0.084904,0.069663,0.029363,0.032432,0.035266,0.110406,0.093422,0.045705,0.077382,0.044571,0.012409,0.041588,0.030250,0.018949,0.028253,0.038715,0.010943,0.019149,0.048601,0.051269,0.014871,0.023580,0.016733,0.010273,0.009921,0.022833,0.023767,0.017702,0.023859,0.051100,0.026621,0.030232,0.054676,0.058407,0.028531,0.042783,0.035968,0.012453,0.018560,0.018480,0.020300,0.019643,0.020333,0.022207,0.020896,0.017341,0.019590,0.005450,0.006471,0.003819,0.003582,0.002123,0.001480,0.001210,0.000852,0.001004,0.001572,0.001835,0.001713,0.001466,0.001391,0.001867,0.002120,0.001192,0.000767,0.001748,0.003189,0.004885,0.004415,0.002097,0.001642,0.002924,0.004351,0.003756,0.003180,0.001666,0.001771,0.002882,0.002523,0.000971,0.000422,21.934175,15.640101,17.465246,16.587626,16.897152,19.520388,16.188503,-0.010618,0.004184,-0.001613,-0.024741,0.017083,-0.021323
ravdess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\RAVDESS\Actor_15\03-01-03-02-02-02-15.wav,happy,3,-551.793945,48.727657,-13.338564,22.749636,1.839720,-4.363321,-0.005702,-6.853108,-0.457367,3.824833,2.318689,-0.966272,2.269222,1.720237,0.511231,-1.157508,-1.275411,2.314481,-3.437719,1.817213,-0.432674,-0.350162,-2.071276,0.526471,-0.140087,-0.209022,-0.772319,2.034401,-1.344010,1.363952,-1.086892,0.087610,1.670607,0.970036,1.512458,1.197161,0.924627,2.633471,1.540246,1.304474,0.476109,0.530775,0.545308,0.570714,0.531885,0.456912,0.382475,0.408402,0.445564,0.481199,0.444588,0.439353,0.015078,0.000262,0.000552,0.008227,0.054422,0.163568,0.468741,0.251777,0.030742,0.042605,0.137975,0.144701,0.098411,0.171007,0.256168,0.246896,0.241943,0.125940,0.037926,0.071729,0.178242,0.310155,0.405343,0.238201,0.145629,0.187383,0.542097,0.281294,0.349825,0.184367,0.051549,0.023500,0.094982,0.104385,0.022719,0.013364,0.012915,0.038648,0.015120,0.017123,0.042336,0.034644,0.011889,0.013850,0.015693,0.049718,0.103889,0.068203,0.038698,0.010857,0.020443,0.087688,0.149573,0.061237,0.028031,0.068116,0.083784,0.020078,0.024263,0.050605,0.024959,0.022659,0.040932,0.016813,0.010125,0.023996,0.046723,0.018185,0.016422,0.012298,0.015310,0.013871,0.006258,0.008048,0.018623,0.028608,0.035019,0.049234,0.047464,0.035004,0.050948,0.019108,0.009729,0.014245,0.007167,0.011217,0.014552,0.018477,0.023175,0.023809,0.012827,0.006175,0.002904,0.003427,0.004951,0.003156,0.002089,0.001336,0.000892,0.000731,0.002053,0.001492,0.000850,0.001087,0.001247,0.001678,0.001920,0.001095,0.000767,0.001320,0.001683,0.001859,0.002151,0.001565,0.001430,0.001285,0.001386,0.000928,0.000466,0.001046,0.000987,0.000625,0.000657,0.000935,0.000782,0.000863,0.000799,0.000427,22.170753,15.218618,16.968082,16.233574,16.124725,19.178888,16.017502,-0.059289,0.024760,-0.025942,0.038583,0.030797,0.023571
ravdess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\RAVDESS\Actor_15\03-01-04-01-01-01-15.wav,sad,4,-604.875183,62.386551,-3.746764,21.725815,1.909994,-0.594580,1.049092,-4.217986,0.274842,-1.282527,-0.122492,-0.763402,-0.878699,0.854813,0.889841,-1.703974,-0.609164,1.882028,-2.683017,0.192852,-0.146882,1.039233,1.105823,3.424942,2.348164,4.030989,0.678835,3.048752,-0.186501,1.588881,-0.299619,0.758303,0.391618,0.874729,-0.409684,-1.670797,-2.075356,-0.204739,-0.783077,-0.535322,0.491182,0.484061,0.419576,0.352628,0.315755,0.314137,0.387537,0.356290,0.357408,0.436324,0.527182,0.532764,0.001532,0.000198,0.000168,0.003460,0.049341,0.111092,0.054427,0.006982,0.016249,0.042869,0.113391,0.095936,0.032944,0.030704,0.011431,0.072931,0.122801,0.034067,0.030338,0.046959,0.133591,0.192708,0.088255,0.031793,0.151401,0.118899,0.019223,0.024791,0.015907,0.041238,0.193475,0.119068,0.016883,0.009205,0.008361,0.008307,0.010815,0.024129,0.007635,0.004195,0.007469,0.010232,0.011003,0.041965,0.015362,0.017161,0.006405,0.007242,0.016352,0.019452,0.011043,0.002229,0.003690,0.022219,0.020244,0.003161,0.002140,0.006653,0.008978,0.001845,0.003440,0.011114,0.002890,0.001662,0.003827,0.001219,0.002056,0.001418,0.000570,0.002328,0.001584,0.001344,0.003046,0.002180,0.005799,0.004355,0.003778,0.002629,0.001920,0.001928,0.002402,0.000750,0.001086,0.000725,0.000802,0.000550,0.000746,0.000528,0.000962,0.000735,0.000915,0.000998,0.000877,0.000800,0.000933,0.000449,0.000337,0.000197,0.000180,0.000151,0.000056,0.000033,0.000040,0.000068,0.000142,0.000150,0.000124,0.000085,0.000070,0.000046,0.000044,0.000075,0.000091,0.000071,0.000072,0.000043,0.000032,0.000038,0.000024,0.000020,0.000022,0.000017,0.000014,0.000015,0.000021,0.000013,0.000008,0.000003,21.143162,16.216988,17.344477,16.460648,15.788401,17.647509,15.553628,-0.026336,0.030664,-0.062293,-0.054531,0.043312,0.012295
ravdess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\RAVDESS\Actor_15\03-01-04-01-01-02-15.wav,sad,4,-650.164612,66.011063,1.348717,25.869108,8.076290,5.731620,4.574404,-3.196637,5.990638,2.643361,7.938795,2.552002,3.380450,1.887442,1.477427,0.358018,1.378173,2.969687,-0.493323,1.745528,0.657986,0.466575,0.481086,1.220169,-0.041442,3.044801,0.031762,3.645600,-0.246679,2.436693,0.375904,1.658940,1.250693,1.396938,0.147913,-0.195955,-1.711849,-0.356964,-0.872185,-0.939720,0.492179,0.430411,0.368051,0.326063,0.395456,0.333797,0.369827,0.457543,0.454846,0.628313,0.714019,0.522003,0.000976,0.000228,0.000139,0.004663,0.051014,0.055178,0.009882,0.003082,0.019446,0.059805,0.069029,0.035095,0.002858,0.007622,0.016822,0.026329,0.068512,0.026356,0.027852,0.100088,0.058483,0.008528,0.032964,0.047780,0.051352,0.016612,0.003933,0.030300,0.088778,0.022532,0.004312,0.000819,0.001862,0.012395,0.017453,0.005901,0.000342,0.000499,0.003436,0.010724,0.007485,0.001667,0.000569,0.002132,0.013951,0.014978,0.004162,0.003616,0.004952,0.004498,0.002694,0.004377,0.007084,0.005192,0.003506,0.009379,0.003625,0.001448,0.005109,0.002315,0.002721,0.007176,0.000840,0.001788,0.002411,0.000656,0.001934,0.000973,0.000578,0.002785,0.001174,0.000369,0.000342,0.000347,0.000341,0.000465,0.000521,0.000644,0.001015,0.000644,0.000541,0.000658,0.000389,0.000442,0.000267,0.000243,0.000201,0.000172,0.000213,0.000169,0.000174,0.000180,0.000170,0.000210,0.000341,0.000198,0.000152,0.000104,0.000133,0.000045,0.000035,0.000035,0.000036,0.000041,0.000047,0.000032,0.000046,0.000025,0.000028,0.000026,0.000018,0.000021,0.000013,0.000021,0.000024,0.000023,0.000009,0.000008,0.000005,0.000005,0.000005,0.000007,0.000012,0.000007,0.000010,0.000006,0.000005,0.000002,24.334728,14.168550,17.020679,15.737588,15.270216,17.544369,15.329051,-0.030850,0.094861,-0.074645,-0.038474,0.036865,0.019660
ravdess,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\RAVDESS\Actor_15\03-01-04-01-02-01-15.wav,sad,4,-608.655518,59.324688,-2.077797,21.883512,7.520243,1.629519,1.564279,-1.244569,1.108956,1.924449,4.353344,3.117712,2.103400,3.443436,1.455728,-0.189211,1.107804,2.206835,-0.464014,0.784251,0.320754,0.342937,-0.653230,0.773751,-1.403969,1.703325,0.372931,3.026288,-0.454402,1.705213,-1.215348,0.455821,-0.718577,0.187551,-0.874385,-0.787459,-2.187988,-1.266543,-1.671935,-0.762524,0.442170,0.425507,0.436482,0.451977,0.352447,0.368917,0.355802,0.364524,0.396585,0.553378,0.719829,0.703315,0.000753,0.000452,0.000241,0.004056,0.049928,0.142414,0.050722,0.003132,0.013815,0.045634,0.053181,0.089653,0.053239,0.010869,0.015842,0.017823,0.032328,0.074694,0.183538,0.100387,0.066431,0.018369,0.018401,0.033019,0.058464,0.104891,0.051164,0.039882,0.099265,0.066651,0.026069,0.010508,0.007966,0.005629,0.005424,0.005123,0.003553,0.005404,0.005773,0.005256,0.004937,0.003859,0.003901,0.006890,0.008746,0.006981,0.009406,0.025288,0.016636,0.007848,0.005777,0.014561,0.012211,0.007325,0.008984,0.007520,0.006527,0.006417,0.011484,0.003083,0.004286,0.010869,0.003948,0.002060,0.003865,0.017004,0.006320,0.001685,0.002352,0.001897,0.002836,0.002890,0.002351,0.003125,0.003378,0.004235,0.003162,0.006066,0.006136,0.009460,0.009810,0.003288,0.002956,0.001761,0.002020,0.001712,0.002774,0.002408,0.002495,0.001995,0.001096,0.000550,0.000402,0.000276,0.000380,0.000213,0.000198,0.000460,0.000277,0.000164,0.000134,0.000168,0.000233,0.000373,0.000242,0.000189,0.000300,0.000184,0.000195,0.000204,0.000232,0.000150,0.000176,0.000155,0.000106,0.000099,0.000099,0.000137,0.000192,0.000150,0.000042,0.000093,0.000127,0.000087,0.000074,0.000052,0.000032,0.000020,20.898092,13.798810,17.262810,15.612362,15.586171,16.977135,15.532869,-0.073109,0.042670,-0.045392,-0.119935,0.051968,0.001447
