dataset,path,emotion_name,emotion_code,smile_F0semitoneFrom27.5Hz_sma3nz_amean,smile_F0semitoneFrom27.5Hz_sma3nz_stddevNorm,smile_F0semitoneFrom27.5Hz_sma3nz_percentile20.0,smile_F0semitoneFrom27.5Hz_sma3nz_percentile50.0,smile_F0semitoneFrom27.5Hz_sma3nz_percentile80.0,smile_F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,smile_F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,smile_F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,smile_F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,smile_F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,smile_loudness_sma3_amean,smile_loudness_sma3_stddevNorm,smile_loudness_sma3_percentile20.0,smile_loudness_sma3_percentile50.0,smile_loudness_sma3_percentile80.0,smile_loudness_sma3_pctlrange0-2,smile_loudness_sma3_meanRisingSlope,smile_loudness_sma3_stddevRisingSlope,smile_loudness_sma3_meanFallingSlope,smile_loudness_sma3_stddevFallingSlope,smile_spectralFlux_sma3_amean,smile_spectralFlux_sma3_stddevNorm,smile_mfcc1_sma3_amean,smile_mfcc1_sma3_stddevNorm,smile_mfcc2_sma3_amean,smile_mfcc2_sma3_stddevNorm,smile_mfcc3_sma3_amean,smile_mfcc3_sma3_stddevNorm,smile_mfcc4_sma3_amean,smile_mfcc4_sma3_stddevNorm,smile_jitterLocal_sma3nz_amean,smile_jitterLocal_sma3nz_stddevNorm,smile_shimmerLocaldB_sma3nz_amean,smile_shimmerLocaldB_sma3nz_stddevNorm,smile_HNRdBACF_sma3nz_amean,smile_HNRdBACF_sma3nz_stddevNorm,smile_logRelF0-H1-H2_sma3nz_amean,smile_logRelF0-H1-H2_sma3nz_stddevNorm,smile_logRelF0-H1-A3_sma3nz_amean,smile_logRelF0-H1-A3_sma3nz_stddevNorm,smile_F1frequency_sma3nz_amean,smile_F1frequency_sma3nz_stddevNorm,smile_F1bandwidth_sma3nz_amean,smile_F1bandwidth_sma3nz_stddevNorm,smile_F1amplitudeLogRelF0_sma3nz_amean,smile_F1amplitudeLogRelF0_sma3nz_stddevNorm,smile_F2frequency_sma3nz_amean,smile_F2frequency_sma3nz_stddevNorm,smile_F2bandwidth_sma3nz_amean,smile_F2bandwidth_sma3nz_stddevNorm,smile_F2amplitudeLogRelF0_sma3nz_amean,smile_F2amplitudeLogRelF0_sma3nz_stddevNorm,smile_F3frequency_sma3nz_amean,smile_F3frequency_sma3nz_stddevNorm,smile_F3bandwidth_sma3nz_amean,smile_F3bandwidth_sma3nz_stddevNorm,smile_F3amplitudeLogRelF0_sma3nz_amean,smile_F3amplitudeLogRelF0_sma3nz_stddevNorm,smile_alphaRatioV_sma3nz_amean,smile_alphaRatioV_sma3nz_stddevNorm,smile_hammarbergIndexV_sma3nz_amean,smile_hammarbergIndexV_sma3nz_stddevNorm,smile_slopeV0-500_sma3nz_amean,smile_slopeV0-500_sma3nz_stddevNorm,smile_slopeV500-1500_sma3nz_amean,smile_slopeV500-1500_sma3nz_stddevNorm,smile_spectralFluxV_sma3nz_amean,smile_spectralFluxV_sma3nz_stddevNorm,smile_mfcc1V_sma3nz_amean,smile_mfcc1V_sma3nz_stddevNorm,smile_mfcc2V_sma3nz_amean,smile_mfcc2V_sma3nz_stddevNorm,smile_mfcc3V_sma3nz_amean,smile_mfcc3V_sma3nz_stddevNorm,smile_mfcc4V_sma3nz_amean,smile_mfcc4V_sma3nz_stddevNorm,smile_alphaRatioUV_sma3nz_amean,smile_hammarbergIndexUV_sma3nz_amean,smile_slopeUV0-500_sma3nz_amean,smile_slopeUV500-1500_sma3nz_amean,smile_spectralFluxUV_sma3nz_amean,smile_loudnessPeaksPerSec,smile_VoicedSegmentsPerSec,smile_MeanVoicedSegmentLengthSec,smile_StddevVoicedSegmentLengthSec,smile_MeanUnvoicedSegmentLength,smile_StddevUnvoicedSegmentLength,smile_equivalentSoundLevel_dBp
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b02Lc.wav,boredom,9,30.370529,0.150987,27.651726,30.677219,33.666210,6.014484,117.294716,90.908646,17.588585,7.655882,0.866834,0.751804,0.335176,0.713050,1.366274,1.031098,12.759341,7.581705,13.377045,7.738257,0.438571,0.792310,24.110106,0.686056,18.432165,0.698458,14.214697,1.167751,-4.233930,-3.617422,0.030534,2.891137,0.916176,1.162180,9.280373,0.297081,4.779644,1.195443,28.395748,0.340249,663.815430,0.344977,1390.377319,0.167370,-75.015083,-1.113937,1769.050171,0.185625,1133.398315,0.295619,-84.910652,-0.891150,2844.322021,0.098315,942.752258,0.361723,-86.942886,-0.850365,-21.042591,-0.393589,30.504959,0.267869,-0.004627,-5.784884,-0.019786,-0.878053,0.488864,0.711340,31.673935,0.281692,19.653690,0.688929,18.044306,0.903674,-9.205119,-1.633860,-17.040907,27.656006,-0.045835,0.009252,0.347694,3.957784,1.604278,0.421667,0.194886,0.154286,0.074038,-16.146013
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b02Nb.wav,neutral,1,32.567799,0.085770,29.393938,33.059547,34.853157,5.459219,34.776379,11.463290,21.320869,20.927719,0.980790,0.561345,0.498285,0.955742,1.361464,0.863179,14.480916,6.738867,15.796871,8.042875,0.795265,0.771069,21.620424,0.744777,17.174007,0.714075,11.973060,1.240877,2.254300,5.964984,0.023674,0.899539,1.177468,0.953330,8.718011,0.301373,9.542494,0.866998,28.890123,0.232738,558.634094,0.343584,1394.422852,0.147689,-80.543449,-1.065429,1627.590332,0.141215,1078.950684,0.265234,-88.254684,-0.863328,2730.167969,0.072063,858.466675,0.301886,-91.098549,-0.811826,-19.786060,-0.392486,29.002737,0.257363,-0.006630,-4.259039,-0.016508,-0.835264,0.927688,0.680451,27.906929,0.419018,18.982183,0.661169,15.499244,0.902310,-2.274385,-5.606409,-16.333843,28.850746,-0.043310,0.007214,0.576110,6.137184,2.941176,0.215000,0.107355,0.102500,0.069056,-14.725014
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b02Wa.wav,angry,5,41.057278,0.076373,39.441242,41.184242,43.270672,3.829430,52.072220,36.830723,22.382673,22.870228,1.338724,0.706610,0.504315,1.194210,2.120189,1.615874,20.494104,9.414433,21.136190,10.747581,0.899601,0.793699,13.961761,0.681837,-11.062195,-1.540719,-9.450356,-1.972989,-15.278140,-1.363095,0.029102,1.204887,1.019613,0.604135,8.117249,0.438513,8.465378,1.070980,16.814758,0.528186,836.997681,0.296268,1351.069702,0.227423,-68.121040,-1.268264,1820.509888,0.154755,1149.102051,0.292216,-58.802235,-1.312495,2841.218994,0.088507,946.888000,0.315640,-62.538620,-1.197474,-6.039967,-1.080321,17.779299,0.390535,0.053820,0.452534,-0.010023,-1.704263,1.083840,0.627535,15.122973,0.529197,-15.551072,-1.044254,-12.318887,-1.548052,-22.200876,-0.841846,-7.532087,20.625038,0.007447,0.011993,0.431758,5.833333,2.978724,0.241429,0.113317,0.071429,0.029966,-15.694889
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b03Ac.wav,fear,6,37.186558,0.043668,35.798199,37.419647,38.617531,2.819332,36.509056,39.280491,28.317551,15.766144,0.995078,0.537984,0.604064,0.936116,1.429218,0.825154,13.845152,10.070564,12.795602,9.372719,0.713906,0.639170,18.132553,0.661335,9.445825,1.341475,9.294127,1.374254,5.220973,1.572786,0.025891,0.796252,1.213215,0.726813,8.984609,0.376322,13.786635,0.751862,20.979233,0.456785,749.496948,0.329315,1405.467773,0.203818,-108.115517,-0.755606,1715.828491,0.152083,1085.917114,0.218065,-97.255005,-0.802930,2816.168701,0.102655,932.778503,0.328721,-101.306976,-0.737858,-15.670822,-0.614614,26.979712,0.357057,0.000739,28.577290,-0.005669,-2.325693,0.818327,0.503267,22.807247,0.417631,10.076917,1.219142,9.500699,1.418016,3.778774,1.832493,-12.303514,23.578926,-0.028564,0.007235,0.592538,6.079028,4.320988,0.128571,0.139686,0.076667,0.054119,-16.196085
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b03Ed.wav,disgust,7,32.584915,0.071382,31.885918,33.023399,34.074299,2.188381,106.261734,156.799774,44.075867,75.577881,0.769649,0.644634,0.119919,0.823971,1.173029,1.053111,12.291918,7.749363,9.763151,5.662724,0.440283,0.860234,18.936361,0.779112,13.797278,0.907700,12.558185,1.134671,6.699185,1.515201,0.023265,1.275327,0.923256,0.840512,9.038046,0.269765,13.354795,0.434067,30.586033,0.232747,592.379639,0.447720,1352.537720,0.155288,-110.598610,-0.821888,1646.372803,0.159766,1128.517700,0.299518,-113.881935,-0.723506,2759.410645,0.103883,875.625305,0.350017,-116.821098,-0.679865,-19.635008,-0.439720,29.151651,0.271810,0.007555,3.027812,-0.008766,-1.502162,0.590938,0.678150,28.589825,0.298069,17.450653,0.626963,18.347315,0.724232,4.945384,1.956917,-13.282289,24.617872,-0.021123,0.008183,0.298792,4.444445,2.247191,0.216000,0.193969,0.189091,0.272178,-17.806715
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b03Fd.wav,happy,3,42.715492,0.088361,40.753410,43.188110,45.741272,4.987862,39.569546,24.453409,42.337029,24.278002,0.921851,0.770149,0.293796,0.723189,1.612242,1.318446,17.276047,11.265396,17.520573,9.882310,0.535573,0.962305,13.364122,0.894818,-1.156756,-16.262169,-3.925842,-4.619081,-11.202338,-1.662763,0.028844,1.391324,1.274147,0.971151,8.963074,0.449327,8.245799,0.994135,20.174595,0.523246,854.574524,0.245394,1325.664673,0.166289,-84.169655,-1.043585,1823.676880,0.126219,1092.151855,0.208829,-81.766457,-0.987852,2907.882080,0.081917,866.897034,0.392365,-86.005775,-0.901804,-10.651716,-0.942963,23.600784,0.401474,0.048562,0.597019,-0.001931,-8.688353,0.670064,0.789521,16.179155,0.665804,-5.216166,-3.752066,-10.914966,-1.600472,-19.108992,-0.870949,-9.714779,18.947817,-0.007141,0.009179,0.303443,5.102041,3.100775,0.202500,0.209289,0.091538,0.070038,-19.803057
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b03Lb.wav,boredom,9,29.762039,0.131772,28.071877,29.513105,31.129299,3.057423,202.600922,110.793770,22.799314,21.318678,0.881332,0.507630,0.548508,0.832391,1.234033,0.685525,10.962464,7.624935,8.809365,4.146174,0.503331,0.590543,24.713724,0.557469,17.239723,0.684549,22.778234,0.579262,-4.491433,-3.030735,0.026786,2.067287,0.821634,1.071480,8.710850,0.317889,5.204259,0.942305,27.896467,0.248872,623.541260,0.360823,1418.237793,0.170610,-69.023621,-1.134186,1679.914185,0.154456,1212.498047,0.298444,-77.988403,-0.902577,2789.857910,0.089035,877.663696,0.327932,-81.064049,-0.842296,-20.819719,-0.360947,29.869360,0.228252,-0.026156,-0.759934,-0.012014,-1.276659,0.517494,0.563748,29.898855,0.283615,18.956690,0.587249,25.653194,0.500753,-6.803906,-1.749681,-15.455647,25.161325,-0.048193,0.006427,0.483818,4.909561,2.617801,0.269000,0.225497,0.091000,0.043232,-15.548903
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b03Na.wav,neutral,1,33.254284,0.082665,30.913996,33.677471,35.419662,4.505667,44.332031,25.300634,17.432573,7.235285,1.077916,0.513589,0.602055,1.099405,1.568137,0.966082,15.275289,12.376816,14.761096,9.894084,0.697877,0.638871,23.743910,0.624142,15.521854,0.963201,13.113601,0.963858,-2.103010,-5.619085,0.023445,1.120302,0.984727,1.075275,9.633469,0.289379,11.208177,0.747858,29.919130,0.240734,656.523682,0.327362,1467.952393,0.167940,-79.401154,-1.026233,1704.268799,0.150510,1235.958252,0.273062,-86.816269,-0.844279,2820.788574,0.081232,930.139587,0.439328,-90.526741,-0.780600,-20.520386,-0.483919,30.174042,0.316376,0.005819,4.870761,-0.014425,-1.082235,0.771116,0.526340,30.189678,0.338913,18.547308,0.674945,15.093460,0.840756,-4.422811,-2.619206,-11.398654,22.157198,-0.026849,0.005769,0.579508,5.633803,3.428571,0.187500,0.150783,0.089091,0.063023,-13.423985
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b03Td.wav,sad,4,28.911652,0.074555,28.175190,29.182501,29.789371,1.614182,222.121979,150.722015,24.835093,74.770126,0.780906,0.568752,0.279012,0.779525,1.229130,0.950118,13.111021,6.775599,9.994420,6.882213,0.752704,0.723970,19.586321,0.654546,12.428518,0.988395,16.586111,0.924802,8.357200,1.322381,0.025899,1.310862,1.070683,0.869094,8.042322,0.247758,6.176704,0.814741,27.574526,0.243282,699.993896,0.439605,1369.900757,0.145108,-132.694565,-0.626325,1767.516846,0.177160,1192.262207,0.391139,-136.120789,-0.563014,2843.020996,0.125232,1027.111572,0.361024,-137.419617,-0.546896,-22.230766,-0.314357,31.865341,0.194492,-0.040386,-0.507431,-0.005477,-2.847725,0.905772,0.582223,30.251644,0.260295,17.947741,0.627820,27.974449,0.494816,11.367430,1.051879,-15.947800,27.664352,-0.052735,0.006301,0.664945,5.241935,2.647658,0.137692,0.106276,0.218462,0.197556,-15.352392
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b03Wc.wav,angry,5,43.317642,0.079917,41.387115,42.645752,45.498985,4.111870,89.850159,50.150177,68.665825,89.513313,0.949401,0.789844,0.315091,0.678032,1.568050,1.252960,16.965528,9.667171,18.736504,10.237400,0.586362,1.114496,11.722285,0.987490,-11.349530,-1.830687,-10.227725,-1.841573,-9.781735,-1.473143,0.029661,1.472265,0.959004,0.784411,8.652064,0.470602,5.767848,1.671862,16.896791,0.514682,871.562744,0.272345,1376.537231,0.265322,-73.717377,-1.185881,1825.372803,0.138907,1119.777222,0.236660,-67.549538,-1.158972,2894.652832,0.103656,956.415955,0.411553,-72.194366,-1.042515,-7.026245,-1.553721,20.136019,0.466849,0.062526,0.368513,-0.001068,-16.442024,0.727376,0.959274,14.230713,0.722384,-15.798306,-1.351185,-14.579810,-1.294704,-13.732355,-0.984899,-3.655712,15.444421,0.022378,0.012581,0.253118,5.000000,3.380282,0.202500,0.132736,0.092222,0.071457,-18.809601
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b09Ab.wav,fear,6,36.674320,0.045049,35.962883,36.888931,37.486164,1.523281,25.258476,11.846906,28.868959,35.985641,1.111433,0.624659,0.220447,1.203012,1.607775,1.387328,18.855928,17.130793,14.872458,7.878947,0.805715,0.710880,13.494850,0.937366,8.901306,1.252471,17.796160,0.661031,4.270701,2.116092,0.026885,1.047439,1.053858,0.805905,9.989359,0.309884,13.726092,0.855163,16.586634,0.580235,845.984802,0.264002,1437.929199,0.232642,-125.856377,-0.646807,1845.713745,0.139483,1111.989990,0.295597,-124.209641,-0.631609,2846.669434,0.109089,1019.599976,0.355535,-124.390427,-0.629334,-16.310787,-0.534252,24.548107,0.349675,-0.016125,-1.360723,-0.005970,-1.578637,1.012465,0.475665,20.938835,0.402941,9.495545,1.227410,20.864677,0.643374,2.074299,3.402586,-14.603072,23.958797,-0.040119,0.004510,0.668027,4.444444,3.773585,0.110000,0.077974,0.133000,0.108908,-14.805948
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b09Ec.wav,disgust,7,33.231411,0.050254,32.291435,33.772846,34.483887,2.192451,55.177574,50.543995,17.266468,17.125010,1.188844,0.547059,0.621317,1.172133,1.714213,1.092896,19.193565,10.237143,14.241751,5.617019,0.806547,0.683454,20.955721,0.724083,14.252796,0.646830,21.224075,0.728968,4.088534,2.643790,0.022535,0.950576,1.162038,1.010469,8.268168,0.408599,11.609334,0.644131,26.670315,0.385068,539.495483,0.455491,1334.095581,0.177698,-88.881477,-0.987997,1614.012329,0.138184,1137.302734,0.389551,-93.358772,-0.824717,2646.211182,0.079139,949.806396,0.312578,-93.976318,-0.814379,-17.890259,-0.493844,25.229431,0.366494,0.016551,1.337507,-0.019097,-0.623214,0.944758,0.579056,26.799864,0.422738,13.331796,0.703273,24.609655,0.602608,1.467780,6.581322,-14.548617,21.948793,-0.013458,-0.001821,0.620190,5.992510,4.198473,0.138182,0.071582,0.085000,0.052202,-14.188278
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b09Fb.wav,happy,3,40.762291,0.114763,36.794395,40.302624,46.202755,9.408360,93.999565,82.935463,55.394363,26.591827,0.957818,0.725032,0.381354,0.781569,1.563628,1.182274,16.146606,8.763585,13.809139,5.454274,0.614941,0.892597,15.910152,0.877014,0.490840,35.876228,7.165640,2.362202,-8.576966,-1.900599,0.035969,1.346160,1.227969,1.020219,9.502337,0.383614,11.178194,0.819151,17.151623,0.583448,807.973206,0.278229,1314.667725,0.190165,-78.553909,-1.045614,1851.066284,0.133041,1075.654175,0.328887,-75.981255,-0.980498,2854.784668,0.081468,965.464661,0.529403,-76.435097,-0.967571,-13.400567,-0.734842,21.924742,0.463899,0.043962,0.743939,-0.008020,-1.882646,0.766759,0.754071,19.610497,0.579634,-3.525125,-4.932405,4.707863,3.646907,-13.278728,-1.185822,-10.811646,19.724270,-0.010153,0.005477,0.284107,5.244755,3.558719,0.189000,0.121528,0.064545,0.040083,-18.763994
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b09Fc.wav,happy,3,37.805298,0.096936,34.261215,38.680367,41.112328,6.851112,56.734299,26.713917,31.548889,5.284252,1.095632,0.753269,0.391608,0.927760,1.739971,1.348364,17.425245,8.965487,13.500118,6.443133,0.722251,0.864601,19.912516,0.635547,8.747494,1.936761,11.215697,1.284002,-4.613989,-3.548867,0.033023,1.902697,0.915891,1.092109,9.648131,0.335393,11.222587,0.788529,23.016750,0.381370,674.043762,0.292343,1464.138794,0.148317,-87.628204,-0.961252,1747.438110,0.130906,1222.194580,0.527741,-82.675858,-0.923592,2750.980469,0.088683,985.165283,0.361358,-83.538971,-0.902823,-16.800301,-0.593178,24.707077,0.378049,0.021816,0.846686,-0.018304,-0.794439,0.919576,0.713326,24.004555,0.427629,5.240156,3.525520,11.057037,1.431466,-11.211466,-1.314357,-16.184130,25.209236,-0.025493,0.002799,0.341560,4.406780,2.758621,0.238750,0.094398,0.091111,0.051735,-16.009789
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b09La.wav,boredom,9,31.352123,0.138900,29.307541,30.161869,32.586296,3.278755,46.676258,37.085186,37.894024,29.236681,0.893653,0.608384,0.447259,0.821350,1.315958,0.868699,13.880280,6.856741,10.062796,6.630373,0.450236,0.696204,24.042280,0.670268,14.839825,0.688729,23.526674,0.517340,3.392775,3.347766,0.017471,1.131739,0.947032,1.150568,9.276560,0.267159,5.312949,1.178833,25.018137,0.285269,606.886047,0.363308,1411.492188,0.166412,-63.868771,-1.187050,1720.089844,0.126304,1084.074219,0.284781,-73.633026,-0.920673,2784.003174,0.078423,869.051208,0.287931,-73.677101,-0.906076,-20.910717,-0.410349,29.007383,0.290986,-0.008178,-3.760889,-0.016109,-1.006492,0.488435,0.628321,30.044781,0.385080,14.832133,0.683203,26.649792,0.409220,0.784227,14.360255,-15.887176,25.070139,-0.048118,0.009810,0.366057,5.038760,2.766798,0.264286,0.155183,0.074286,0.023819,-15.727357
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b09Na.wav,neutral,1,33.978325,0.095091,31.569221,34.709892,36.819134,5.249912,40.518017,33.209660,16.912464,4.336611,0.934846,0.590440,0.460832,0.873179,1.463207,1.002375,12.258191,6.132078,11.982103,6.832633,0.548441,0.744920,21.770082,0.704577,14.782689,0.750198,17.168549,0.834584,-0.508961,-26.756079,0.021216,1.469585,0.910128,0.916029,9.977670,0.251200,10.327532,0.786275,26.845480,0.276432,612.444275,0.377031,1433.140991,0.195577,-78.372971,-1.072013,1718.778687,0.129428,1134.049316,0.292628,-83.760139,-0.864929,2727.574951,0.068808,905.732422,0.304998,-83.596977,-0.864356,-20.704535,-0.398428,28.680996,0.301002,0.020401,1.460577,-0.018418,-0.716690,0.647701,0.629431,28.533529,0.339774,16.144903,0.732887,20.806156,0.649343,-5.540551,-2.331725,-12.491652,22.259825,-0.026287,0.009279,0.349072,5.263158,2.681993,0.251429,0.126765,0.087500,0.040543,-15.514063
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b09Wa.wav,angry,5,42.079308,0.102427,40.883629,43.327049,45.093437,4.209808,76.780678,104.717484,36.170815,34.139198,1.012185,0.830612,0.361763,0.719366,1.508139,1.146376,20.837507,12.998887,20.234526,10.306572,0.652683,1.116970,12.713637,0.901957,-13.539400,-1.470066,-3.212911,-6.490256,-11.567814,-1.169670,0.027449,1.281188,1.047462,0.759326,8.672566,0.460121,5.335185,1.642404,14.182850,0.558497,896.733887,0.263130,1324.339111,0.229382,-63.993923,-1.272498,1856.752808,0.116665,1070.298828,0.292930,-60.349842,-1.259475,2855.412842,0.083902,1006.752319,0.315206,-62.798786,-1.185792,-7.724899,-1.021428,16.776896,0.457797,0.063156,0.425626,-0.001280,-9.700595,0.790472,0.982346,15.576556,0.587271,-18.993465,-0.995741,-6.364146,-3.449100,-15.949435,-0.733135,-4.809263,13.945894,0.015460,0.014835,0.309725,5.042017,3.448276,0.207500,0.099090,0.070000,0.028785,-17.865351
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b10Ec.wav,disgust,7,35.740292,0.112138,32.439598,35.189838,38.316528,5.876930,66.189888,44.365685,48.989891,29.609570,0.972770,0.574946,0.591120,0.903869,1.357955,0.766835,11.833466,7.278694,13.956497,5.351306,0.547630,0.957628,17.941147,0.732943,8.907267,1.428977,11.970304,1.246403,3.621534,2.633198,0.032660,1.179056,0.934481,0.964428,8.499537,0.392293,13.245972,0.670114,23.727039,0.313739,629.104980,0.375460,1402.653564,0.187738,-74.204056,-1.183488,1684.973755,0.125794,1140.562012,0.411502,-76.487213,-1.004942,2671.955078,0.091036,938.633179,0.298373,-78.206360,-0.970446,-15.082445,-0.448127,22.807779,0.315383,0.039012,0.673096,-0.014797,-1.006804,0.640691,0.901666,21.409351,0.517616,9.427931,1.368315,12.212370,1.302662,2.720680,3.556433,-12.865420,22.217386,-0.011623,-0.000540,0.363479,3.886926,2.158273,0.316667,0.243356,0.107143,0.021189,-18.155230
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b10Fa.wav,happy,3,40.306805,0.129602,32.863388,42.650230,44.259892,11.396503,28.830158,8.465098,32.542866,10.077555,1.008031,0.731050,0.398416,0.807575,1.628098,1.229682,21.773352,13.698067,18.806955,12.076730,0.622498,0.956350,15.672775,0.646909,3.753706,5.648315,3.472812,6.377201,-11.486673,-1.407294,0.023559,1.351100,0.992595,0.898520,10.819144,0.254390,8.758357,1.076959,20.394873,0.479487,836.790955,0.245956,1326.219482,0.181794,-61.430813,-1.219066,1875.337769,0.107845,1127.675049,0.281706,-67.100739,-0.994978,2887.645264,0.089682,889.207520,0.366894,-68.059914,-0.967670,-14.614195,-0.694461,25.137539,0.353845,0.036677,0.874390,-0.004572,-2.794636,0.632567,0.945014,17.787121,0.535822,4.159511,5.423632,1.365733,18.031109,-14.040249,-1.145185,-7.911907,15.402554,0.008675,0.001369,0.677137,5.140187,2.884615,0.260000,0.232164,0.066667,0.015986,-18.019344
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b10La.wav,boredom,9,32.436733,0.054852,30.390034,32.948578,33.963531,3.573498,24.250757,14.197759,16.020178,5.870630,1.021013,0.557218,0.543951,0.975501,1.465801,0.921849,12.463210,7.272597,15.985010,12.145479,0.588570,0.733729,26.969992,0.452406,19.542904,0.482884,24.565945,0.591351,-2.833912,-4.515224,0.013331,0.777810,0.810293,0.996996,10.043753,0.194731,7.360815,0.825168,28.843704,0.303384,556.890320,0.304480,1357.571777,0.135648,-44.903732,-1.503462,1667.006470,0.118735,1097.006592,0.361342,-60.647263,-0.981397,2718.709229,0.058723,929.518127,0.261069,-62.351612,-0.942356,-21.263199,-0.343593,28.350187,0.296863,-0.009203,-2.044713,-0.021037,-0.656892,0.601278,0.671555,29.546431,0.364109,19.837252,0.508447,27.090097,0.524528,-5.425025,-2.224030,-25.237417,35.811291,-0.052530,0.002865,0.610634,4.291846,1.754386,0.465000,0.490739,0.066000,0.022450,-14.389799
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b10Nc.wav,neutral,1,32.935661,0.135424,28.648216,33.604828,37.085716,8.437500,-2.607712,30.625263,35.281551,24.399137,1.020424,0.612450,0.554832,0.905644,1.465922,0.911089,15.701392,9.042855,15.783046,9.957311,0.628351,0.819082,24.012941,0.608497,16.642780,0.759907,17.015703,0.894032,-3.883053,-3.515843,0.018089,1.459605,0.888105,0.896447,9.703139,0.248093,10.320285,0.789346,31.092457,0.265375,587.732300,0.291537,1465.283813,0.194930,-74.152466,-1.126194,1704.455688,0.128024,1132.369141,0.312272,-81.466858,-0.888003,2767.135498,0.065709,974.663025,0.329100,-83.546082,-0.849035,-21.327797,-0.388526,28.913269,0.312306,0.017438,1.362220,-0.020787,-0.552990,0.624703,0.744318,29.215660,0.410325,19.379009,0.695534,19.066305,0.820464,-5.632201,-2.394390,-11.755288,20.592003,-0.013448,-0.000039,0.686029,5.106383,2.608696,0.261667,0.258419,0.098333,0.046696,-15.191136
emodb,S:\Documents\.Code\GitHub\University\Sentiment_PressConference\data_training\raw_data\EmoDB\wav\13b10Wa.wav,angry,5,41.329304,0.095158,37.562008,42.567810,44.434402,6.872395,126.472458,181.090118,42.522762,17.673504,1.218858,0.718764,0.476327,1.008541,1.883522,1.407194,21.651497,10.679989,26.964857,15.602388,0.851499,0.957195,16.100634,0.621352,-7.099462,-2.811787,-0.814909,-26.572863,-10.781316,-1.453355,0.018602,1.137510,0.824088,0.881595,9.261618,0.319654,8.598534,1.234746,18.133167,0.439280,861.642151,0.276050,1301.395874,0.203379,-57.532188,-1.332652,1877.607910,0.116181,1010.182800,0.283206,-56.436665,-1.209923,2872.232666,0.099351,997.476501,0.351979,-59.183022,-1.131793,-8.556875,-0.914665,18.917524,0.370447,0.051100,0.476542,-0.004590,-3.373614,0.981032,0.847656,16.739122,0.565966,-11.084892,-1.845383,-3.133662,-7.414783,-15.065635,-0.980343,-12.906690,23.015907,0.002348,0.009964,0.473423,5.022831,2.803739,0.275000,0.251446,0.068000,0.018330,-16.162727
